feature,gain,split
d30_apl_ord_prc_amt_avg_all,364.2621808052063,34
3m_repay_ftr_amt_first_der_stddev,362.895619392395,33
d90_apl_ord_prc_amt_per_stg_max,362.38100242614746,28
12m_repay_amt_second_der_mean_rto,361.43110966682434,36
rsk_lmt_rate_ch_1m_grt_0p5_cnt_24m,361.1130886077881,32
3m_repay_amt_first_der_min,360.41642224788666,38
6m_repay_amt_second_der_mean_rto,357.09788179397583,36
3stg_pln_repay_amt_first_der_sum,356.56352162361145,37
m3_stg_pln_pmt_not_eng_amt_max,353.8172388076782,37
n_unique_event_type_day_diff_shift1_event_type_loan,352.6136326789856,27
18m_repay_amt_first_der_mean_rto,350.6082339286804,36
stg_pln_min_prc_amt_6m_ftr,350.2907991409302,24
18stg_pln_repay_amt_first_der_stddev,349.58151054382324,33
d90_repaid_exclude_principal_fee_stddev,346.2013101577759,32
36stg_pln_repay_amt_second_der_mean_rto,344.19989919662476,35
d720_repaid_tot_fee_stddev,343.8111641407013,33
m6_manual_tim_13_18_rep_apl_suc_cnt_rat,343.479918718338,36
d90_repaid_interest_fee_sum,338.25232791900635,30
m6_pmt_not_eng_amt_pday_min,336.61397409439087,33
m6_payment_not_eng_mdl_crt_ddf_min,332.51342809200287,33
ddf_24m_rep_dte_neg_7_crt_dt_rep_prc_amt,328.60171937942505,29
m6_stg_pln_manual_rep_apl_cnt_avg,328.39249992370605,31
stg_pln_min_prc_amt_6m_ftr_his_rep_rto_cash,322.2384204864502,31
m6_pmt_not_eng_equal_1_stg_pln_d0_cnt_rat,320.8004233241081,33
ord_apl_suc_sum_prc_amt_720_day_19_23,319.66672229766846,32
d90_repaid_tot_fee_stddev,318.9724187850952,28
stg_pln_avg_prc_amt_his_light,317.5538086295128,33
d1080_due_repay_amt_larger_than_rsk_avl_lmt_cash_his_t_day_count_sum,317.1074194908142,36
12ord_apply_amt_first_der_stddev,316.5477285385132,29
ord_apl_suc_max_prc_amt_his,309.11238849163055,30
d1095_avl_lmt_eql_0_month_cnt,308.63156938552856,28
d360_adv_repay_fee_sum_divide_d360_principal_sum,308.08091020584106,30
18m_repay_amt_second_der_sum,306.2954292297363,31
3stg_pln_repay_amt_first_der_stddev,305.4376711845398,34
stg_pln_sum_rep_prc_12m_his_d0_mrn_zd_v2,298.98776936531067,27
d360_unpaid_principal_tot_amt_t_day_divide_rsk_adt_lmt_cash_his_t_day_max,297.829941034317,28
12m_repay_amt_second_der_sum,295.7568770647049,32
light_d720_max_ontim_repay_amt_divide_heavy_d720_max_ontim_repay_amt,295.7399106025696,24
m6_stg_pln_rep_apl_fal_cnt_mor_1_rep_apl_amt_min,295.1929807662964,29
m6_manual_tim_6_12_rep_apl_cnt_rat,294.61834931373596,32
max_avl_lmt_lft_rep_prc_all_cash_12m,294.45625829696655,29
light_his_max_faqi_prc_amt_divide_heavy_his_max_faqi_prc_amt,293.3414988517761,30
m3_normal_batch_rep_apl_suc_cnt_rat,290.4536917209625,32
stddev_amt_event_type_repay_event_result_1_recent_180,288.9979990720749,29
m3_stg_pln_normal_batch_rep_apl_cnt_avg,287.3299677371979,30
m1_normal_batch_rep_apl_fal_cnt_rat,284.5588893890381,22
rsk_lmt_rate_ch_1m_grt_0p2_cnt_24m,283.25342988967896,21
m1_normal_batch_rep_apl_suc_amt_avg,280.0577983856201,31
d360_schedule_pay_penalty_max,279.9539723396301,16
rsk_avl_lmt_ch_1m_les_10000_rate_6m,279.75632762908936,26
12m_repay_amt_first_der_stddev,278.16596031188965,26
d180_avl_lmt_shift1_rise_month_cnt,277.6394910812378,17
max_amt_event_type_repay_recent_60,276.72725892066956,26
12m_repay_ftr_amt_first_der_min,276.095121383667,28
pmt_hnd_amt_rat_1m,275.425087928772,25
6stg_pln_repay_amt_second_der_sum,269.91234850883484,27
18m_repay_amt_second_der_mean_rto,268.20913887023926,30
d730_aplord_stg_grt_fst_month_rto,266.82981061935425,28
36stg_pln_repay_amt_first_der_great_0_count,266.10964918136597,27
stg_pln_max_prc_amt_adv_rct_6m,265.14879059791565,26
m3_stg_pln_bnk_cnt_avg,263.74498987197876,29
d720_max_adv_repay_amt_divide_d720_max_faqi_prc_amt,263.43507194519043,29
ord_apl_sum_prc_amt_180_day_07_12,260.93393993377686,31
12m_repay_ftr_amt_first_der_sum,259.4619779586792,23
stg_pln_avg_prc_amt_adv_rep_12m,259.27060174942017,25
lag_his_rep_amt_sum_per_mth_btch_rat_max,256.4731020927429,27
ord_apl_suc_sum_prc_amt_360_day_13_18_bjq_12m,253.44941115379333,26
m1_mrn_rep_apl_cnt,248.55502939224243,24
d90_repaid_interest_fee_stddev,246.78852105140686,25
d730_aplord_amt_grt_fst_month_rto,246.65908098220825,27
ddf_mdl_max_con_dau_dt_30d,244.68853998184204,22
percent_true_followup_code_other_call_mode_manual_180d,244.3237919807434,18
pmt_not_eng_stg_pln_cnt_3m_6m_rat,239.72357988357544,23
d365_aplord_amt_grt_fst_month_rto,238.56129002571106,27
rsi_bf_1y_inter_1m,236.70693969726562,26
cnt_event_type_credit_event_result_1_all,236.25596046447754,24
6m_repay_amt_second_der_sum,230.92405319213867,22
m1_normal_batch_rep_apl_suc_amt_max,228.17375111579895,26
m6_stg_pln_d0_normal_batch_rep_apl_cnt_equal_2_cnt_rat,223.90263843536377,26
d90_suc_ord_prc_amt_sum_all,221.39468955993652,20
m6_normal_batch_rep_apl_fal_cnt_rat,216.74535846710205,21
3m_repay_amt_second_der_min,216.7194902896881,23
d365_aplord_fal_month_cnt,215.65821075439453,17
d180_apl_ord_prc_amt_per_stg_min,213.06260681152344,11
stg_pln_sum_prc_amt_6m_12m_rto,208.20900106430054,21
min_rsk_avl_lmt_bjq_12m_all,208.1392604112625,27
d60_apl_ord_stg_num_sum_all,202.36189889907837,15
ord_apl_suc_sum_prc_amt_180_day_19_23,196.49907970428467,17
